Song Title,Artist,Male0 / Female1/Other3,Publish Year,Length of Song,Length in Seconds,Solo0 / Group1,Main Chord Progression,Romance,Lyrics,Translated Lyrics ,bpm,danceability
爱人错过,告五人,3,2019,5:17,317.00,1,"1,2,7,1,1,2,7,1",0,我肯定在几百年前就说过 爱你只是你忘了 我也没记起 我肯定在几百年前就说过爱你 只是你忘了 我也没记起 走过 路过 没遇过 回头 转头 还是错 你我不曾感受过 相撞在街口 相撞在街口 你妈没有告诉你 撞到人要说对不起 本来今天好好的 爱人就错过 爱人就错过 我 肯定 在几百年前就说过爱你 只是 你忘了 我也 没记起 我肯定 在几百年前 就说过爱你 只是 你忘了 我也没记起 走过 路过 没遇过 回头 转头 还是错 你我不曾感受过 相撞在街口 相撞在街口 你妈没有告诉你 撞到人要说对不起 本来今天好好的 爱人就错过 爱人就错过 走过 路过 没遇过 回头 转头 还是错 你我不曾感受过 相撞在街口 相撞在街口 你妈没有告诉你 撞到人要说对不起 本来今天好好的 爱人就错过 爱人就错过,"I'm sure in a few hundred years ago, you said love you just forget that I did not remember I'm sure in a few hundred years ago, you said love you just forget that I did not remember passing through did not come across turn back head or wrong I had not felt in a collision blocks collided in the corner hit your mother did not tell you I'm sorry to say that people today would have been good to miss love miss love I'm sure in a few hundred years ago, said love you just forget you I did not remember I'm sure in a few hundred years ago, you said love you just forget that I did not remember passing through did not come across your back turned or wrong I never felt collided in blocks collided in the corner hit your mother did not tell you I'm sorry to say that people today would have been good to miss love love miss passing through did not come across your back turned or wrong I never felt collided with the corner hit the corner you hit your mother did not tell people to say I'm sorry would have been good today love miss love miss",139.9763184,1.343072176
歌之王,陈奕迅,0,2013,3:51,231.00,0,"1,5,6,3,4,2,4,5",1,我唱得不够动人 你别皱眉 我愿意和你 约定至死 我只想嬉戏唱游 到下世纪 请你别嫌我将这煽情奉献给你 还能凭什么 拥抱若未能令你兴奋 便宜地唱出 写在情歌的性感 还能凭什么 要是爱不可感动人 俗套的歌词 煽动你恻忍 谁人又相信一世一生这肤浅对白 来吧送给你叫几百万人流泪过的歌 如从未听过誓言如幸福摩天轮 才令我因你要呼天叫地爱爱爱爱那么多 将我漫天心血一一抛到银河 谁是垃圾 谁不舍我难过 分一丁目赠我 我唱出心里话时 眼泪会流 要是怕难过 抱住我手 我只得千语万言 放在你心 比渴望地老天荒更简单未算罕有 谁人又相信一世一生这肤浅对白 来吧送给你叫几百万人流泪过的歌 如从未听过誓言如幸福摩天轮 才令我因你要呼天叫地爱爱爱爱那么多 给你用力作二十首不舍不弃 还附送你爱得过火 给你卖力唱二十首真心真意 米高峰都因我动容 无人及我 你怎么竟然说K歌之王 是我 我只想跟你未来 浸在爱河 而你那呵欠绝得不能绝 绝到溶掉我,"I do not sing enough touching you and you frown I'd agreed to death I just want to play Sing to the next century Biexian I ask you these sensational dedication to what you can embrace if not make you excited cheaply sing write love songs and sexy but also why, if love can not be touched by human cliche lyrics incite you who endure the sad life and I believe that this superficial dialogue millions of people come to you to call tears had never heard such songs oath such as Forever Love that makes me want to call heaven because you love love love love to call me so much effort eleven sky who is thrown into the Galaxy who refuse to give up a sub-chome me sad when I donated my tears will sing the truth If the stream afraid sorry I had to hold my hand thousand words thousand words in your heart more than the simple desire the end of time who are not considered rare and life I believe this superficial dialogue come for you to call millions of songs such as tears over never heard oath as Forever love that makes me want to call heaven because you love love love love so much called to give you a masterpiece twenty left not abandon you love also comes to fire you really hard to sing twenty the true meaning of meter peaks are due to me and no one moved me how you would say that K song King is me, I want to tell you next immersed in love and you never have to yawn that absolutely must not be melted to me",153.3956299,0.9789291024
淘汰,陈奕迅,0,2017,4:45,285.00,0,"4,5,3,6,2,5,1,1",1,我說了所有的謊 你全都相信 簡單的我愛你 你卻老不信 你書裡的劇情 我不想上演 因為我喜歡喜劇收尾 我試過完美放棄 的確很踏實 醒來了 夢散了 你我都走散了 情歌的詞何必押韻 就算我是K歌之王 也不見得把愛情唱得完美 只能說我輸了 也許是你怕了 我們的回憶沒有皺摺 你卻用離開燙下句點 只能說我認了 你的不安贏得你信任 我卻得到你安慰的淘汰 我試過完美放棄 的確很踏實 醒來了 夢散了 你我都走散 情歌的詞何必押韻 就算我是K歌之王 也不見得把愛情唱得完美 只能說我輸了 也許是你怕了 我們的回憶沒有皺摺 你卻用離開燙下句點 只能說我認了 你的不安贏得你信任 我卻得到你安慰的淘汰 只能說我輸了 也許是你怕了 我們的回憶沒有皺摺 你卻用離開燙下句點 只能說我認了 你的不安贏得你信任 我卻得到你安慰的淘汰,"I say all the lies you all believe in simple old I love you but you do not believe your story book I do not want to put on because I like comedy perfect ending I tried to give up the dream to wake up really at ease scattered You and I both got separated why the love songs of the word rhymes even if I'm the king of K song is not necessarily the perfect love to sing can only say that I lost maybe you are afraid of our memories but with no creases leave you hot under the period can only say that I think your upset win your trust, but I got out of your comfort I tried to give up the perfect indeed very practical woke up scattered dream I have become separated from you the word of love songs so why rhymes even if I'm the king of K song is not necessarily to love sing perfect can only say that I lost maybe you are afraid of our memories but with no creases leave you hot under the period can only say that I think your anxiety to win but I trust you get out of your comfort I can only say perhaps you are afraid to lose our memories but with no wrinkles you leave the next hot period can only say that I think your anxiety to win but I trust you get out of your comfort",117.8109055,1.080649972
十年,陈奕迅,0,2013,3:24,204.00,0,"1,5,6,4,4,3,6,4",1,如果那兩個字沒有顫抖 我不會發現 我難受 怎麼說出口 也不過是分手 如果對於明天沒有要求 牽牽手就像旅遊 成千上萬個門口 總有一個人要先走 懷抱既然不能逗留 何不在離開的時候 一邊享受 一邊淚流 十年之前 我不認識你 你不屬於我 我們還是一樣 陪在一個陌生人左右 走過漸漸熟悉的街頭 十年之後 我們是朋友 還可以問候 只是那種溫柔 再也找不到擁抱的理由 情人最後難免淪為朋友 懷抱既然不能逗留 何不在離開的時候 一邊享受 一邊淚流 十年之前 我不認識你 你不屬於我 我們還是一樣 陪在一個陌生人左右 走過漸漸熟悉的街頭 十年之後 我們是朋友 還可以問候 只是那種溫柔 再也找不到擁抱的理由 情人最後難免淪為朋友 直到和你做了多年朋友 才明白我的眼淚 不是為你而流 也為別人而流,"If that word does not tremble I will not find me uncomfortable, but also how to say it did not ask for a break if tomorrow holding hands like a tourist in front of thousands of people want to go there is always a stay why not embrace Since I can not leave when one side while enjoying a decade before the tears I do not know you, you do not belong to me as we walked to accompany after getting familiar with the streets in a decade or so a stranger can we be friends greeting just could not find the kind of gentle Valentine's last embrace reason inevitably become friends since they could not stay why not embrace while enjoying the time away tears while ten years ago I do not know you, you do not belong to me as we walked slowly to accompany the familiar streets around ten in a stranger after years we can still be friends greeting just could not find the kind of gentle embrace of reason inevitably become friends until last lover and friend for many years do you understand my tears not for you but also for others and stream flow",123.9143219,1.236134768
因为爱情,陈奕迅 王菲,0,2011,3:45,225.00,0,"1,3,6,3,4,6,2,5",1,给你一张过去的CD 听听那时我们的爱情 有时会突然忘了 我还在爱着你 再唱不出那样的歌曲 听到都会红着脸躲避 虽然会经常忘了 我依然爱着你 I'm still loving you 因为爱情 不会轻易悲伤 所以一切都是幸福的模样 因为爱情 简单的生长 依然随时可以为你疯狂 因为爱情 怎么会有沧桑 所以我们还是年轻的模样 因为爱情 在那个地方 依然还有人在那里游荡 人来人往 再唱不出那样的歌曲 听到都会红着脸躲避 虽然会经常忘了 我依然爱着你 因为爱情 简单的生长 依然随时可以为你疯狂因为爱情 怎么会有沧桑 所以我们还是年轻的模样 因为爱情 在那个地方 依然还有人在那里游荡 人来人往 给你一张过去的CD 听听那时我们的爱情有时会突然忘了 我还在爱着你 I'm still loving you,"Give you a CD to listen to the past when we suddenly forget sometimes love is still in love with you I could not sing that kind of song will be heard, although it will often avoid blushing forget I still love you I 'm still loving you because love is not easily sad so everything is happiness looks like a simple growth still love because you can always crazy for you because there will be how the vicissitudes of love so we still look young because love is still there in that place people at there could not wandering people coming and going to sing a song like that will be heard, although it will often avoid blushing forget I still love you because love is a simple growth still crazy for you because you can always love how there will be the vicissitudes of life so we young love in that place looks like because there are still people out there wandering people coming and going to give you a CD to listen to the past when we suddenly forget sometimes love me still in love with you I'm still loving you",178.2058868,1.083504081
爱情转移,陈奕迅,0,2011,4:20,260.00,0,"1,5,4,1,7,4,5,1",1,徘徊过多少橱窗 住过多少旅馆 才会觉得分离也并不冤枉 感情是用来浏览 还是用来珍藏 好让日子天天都过得难忘 熬过了多久患难 湿了多少眼眶 才能知道伤感是爱的遗产 流浪几张双人床 换过几次信仰 才让戒指义无反顾的交换 把一个人的温暖 转移到另一个的胸膛 让上次犯的错反省出梦想 每个人都是这样 享受过提心吊胆 才拒绝做爱情待罪的羔羊 回忆是捉不到的月光握紧就变黑暗 等虚假的背影消失于晴朗 阳光在身上流转 等所有业障被原谅 爱情不停站 想开往地老天荒 需要多勇敢 烛光照变亮了晚餐 照不出个答案 恋爱不是温馨的请客吃饭 床单上扑满花瓣 拥抱让它成长 太拥挤就开到了别的土壤 感情需要人接班 接近换来期望 期望带来失望的恶性循环 短暂的总是浪漫 漫长总会不满 烧完美好青春换一个老伴 把一个人的温暖 转移到另一个的胸膛 让上次犯的错反省出梦想 每个人都是这样 享受过提心吊胆 才拒绝做爱情待罪的羔羊 回忆是捉不到的月光握紧就变黑暗 等虚假的背影消失于晴朗 阳光在身上流转 等所有业障被原谅 爱情不停站 想开往地老天荒 需要多勇敢 把一个人的温暖 转移到另一个的胸膛 让上次犯的错反省出梦想 每个人都是这样 享受过提心吊胆 才拒绝做爱情待罪的羔羊 回忆是捉不到的月光握紧就变黑暗 等虚假的背影消失于晴朗 阳光在身上流转 等所有业障被原谅 爱情不停站 想开往地老天荒 需要多勇敢 你不要失望 荡气回肠是为了 最美的平凡,"Wandering how many windows will feel much lived in separate hotel is not feeling wronged is used to browse the collection or to make life better every day, a nice memorable get through the long wet adversity in order to know how many eyes are sad legacy of love wandering Double replaced a few times before allowing faith rings hesitate to exchange a warm person to another in the chest previous mistake of reflect on my everyone is like to experience the fear of just refused to do love Guilt lamb memories are less than the moon becomes dark and so false grip the back of the sun fade into the day circulation in the body have been forgiven love and all karma want non-stop bound for the end of time much courage candlelight dinner according to brighten the photos did not love is not the answer sheets piggy bank intimate dinner party petals embrace it grow too crowded open to the emotional needs of other people to take over the soil near the expected return expectation leads to disappointment vicious cycle is always short-lived romance will always be dissatisfied with long burn perfect good for a young wife to a man of warmth to another chest previous mistake of reflect on my everyone is like to experience the fear it refuses to do love scapegoat memories are not of moonlight grip tight becomes dark and other false back the sun fade into the day circulation in the body have been forgiven love and all karma want non-stop bound for the end of time a person needs more than courage to warm to another chest to make the last mistake committed reflect the the dream of everyone is like to experience the fear it refuses to do love scapegoat memories are less than the moon becomes dark and so false grip the back of the sun fade into the day circulation in the body have been forgiven love and all karma want non-stop bound for the end of time how much courage you do not disappoint the most beautiful soul-stirring to extraordinary",104.8123245,1.02205956
好久不见,陈奕迅,0,2016,4:11,251.00,0,"1,5,6,5,4,2,5,2",1,我来到 你的城市 走过你来时的路 想像著 没我的日子 你是怎样的孤独 拿着你 给的照片 熟悉的那一条街 只是没了你的画面 我们回不到那天 你会不会忽然的出现 在街角的咖啡店 我会带着笑脸 挥手寒喧 和你 坐着聊聊天 我多么想和你见一面 看看你最近改变 不再去说从前 只是寒喧 对你说一句 只是说一句 好久不见 你会不会忽然的出现 在街角的咖啡店 我会带着笑脸 挥手寒喧 和你 坐着聊聊天 我多么想和你见一面 看看你最近改变 不再去说从前 只是寒喧 对你说一句 只是说一句好久不见 你会不会忽然的出现 在街角的咖啡店 我会带着笑脸 挥手寒喧 和你 坐着聊聊天 我多么想和你见一面 看看你最近改变 不再去说从前 只是寒喧 对你说一句 只是说一句 好久不见 你会不会忽然的出现 在街角的咖啡店 我会带着笑脸 挥手寒喧 和你 坐着聊聊天 我多么想和你见一面 看看你最近改变 不再去说从前 只是寒喧 对你说一句 只是说一句 好久不见,"I come to your city to come your way when I did not imagine the day is how lonely you take your photos to a familiar street that you just did not picture us back to the day you will not suddenly appear in the corner coffee shop I chatted with a smile and wave you sit and chat with you and how much I wanted to see the side to see if you have recently changed and not to talk about the past just chatted told you a long time just to say see you will not suddenly appear in the corner coffee shop I chatted with a smile and wave you sit and chat with you and how much I wanted to see the side to see if you have recently changed and not to talk about the past just chatted to say to you Long time no see one just to say you will not suddenly appear in the corner coffee shop I chatted with a smile and wave you sit chat and how much I wanted to see the side you look at your most recent change is no longer just to talk about the past chatted told you a long time no see just say you will not suddenly appear in the corner coffee shop, I will bring a smile and wave you sit chat chatted how much I want to see the side you do not look at your recent change go to talk about the past just chatted say to you one just to say Long time no see",150.6954803,0.949041903
你给我听好,陈奕迅,0,2014,5:13,313.00,0,"1,5,6,5,1,4,1,2",0,你看看大伙儿合照就你一个人没有笑 是我们装傻 还是你真 有很多普通人没有的困 我才懒得给你解药 反正你爱来这一 为爱情折腰 难道不是你 一直以来戒不掉的癖好 你在想谁想到睡不着 你应该觉得骄傲 很多人想失恋也没有目标 只是想睡个好觉 别炫耀 别说你还好 没什么不好 你就怨日子枯燥 Wo 没什么烦恼 恐怕就想到 什么生存意义想到没完没了 你给我听好 想哭就要笑 其实你知道 烦恼会解决烦恼 新的刚来到 旧的就忘掉 渺小的控诉就是你想要的 生活 情调 还会有人让你睡不着 还能为某人燃烧 我亲爱的这样浪漫的煎熬 不是想要就能要 别炫耀 别说你还好 没什么不好 你就怨日子枯燥 Wo 没什么烦恼 恐怕就想到 什么生存意义想到没完没了 你给我听好 想哭就要笑 其实你知道 烦恼会解决烦恼 新的刚来到 那旧的就忘掉 渺小的控诉只是证明生活 并不 无聊 别说你还好 没什么不好 你就怨日子枯燥 Wo 没什么烦恼 恐怕就想到 什么生存意义想到没完没了 你给我听好 想哭就要笑 其实你知道 烦恼会解决烦恼 新的刚来到 旧的就忘掉 渺小的控诉只是证明生活 并不 无聊 别让我知道其实你在背着 我们 偷笑,"You look at guys pictured a person you do not fool us laugh or do you really have a lot of people did not have the difficulties I did not bother to give you the antidote anyway, you love to love this bow is not that you have been addictive who would have thought habit you want to sleep you should feel proud of a lot of people did not think romance sleep do not target just want to show off that you better not say nothing bad day you blame boring Wo nothing to worry about, I am afraid to think of what is the meaning of existence think endless you listen to me cry will laugh fact, you know trouble will solve the troubles the new just came to the old to forget small complaint is that you want the lifestyle there will not let you sleep but also for a my dear people burn so romantic torment not want to be able to say you do not show off but fortunately nothing bad day you blame boring Wo nothing to worry about, I am afraid to think of what is the meaning of existence you think endless to me a good cry in fact, you know trouble will laugh will solve the troubles the new first came to that old, forget petty complaints just to prove that life is not boring you better not say nothing bad you can blame no trouble Wo boring day I am afraid to think of what survival meaning you think of endless to me a good cry will laugh fact, you know trouble will solve the troubles the new just came to forget the old petty complaints just to prove that life is not boring in fact, you do not let me know that behind our backs laughing",96.1984787,1.081672072
你的背包,陈奕迅,0,2013,3:58,238.00,0,"2,1,4,6,3,6,2,1",1,一九九五年我們在機場的車站 你借我而我不想歸還 那個背包載滿記念品和患難 還有摩擦留下的圖案 你的背包揹到現在還沒爛 卻成為我身體另一半 千金不換它已熟悉我的汗 它是我肩膀上的指環 揹了六年半 我每一天陪它上班 你借我我就為你保管 我的朋友都說它舊的很好看 遺憾是它已與妳無關 你的背包讓我走的好緩慢 總有一天陪著我腐爛 你的背包對我沉重的審判 借了東西為什麼不還 你的背包讓我走的好緩慢 總有一天陪著我腐爛 你的背包對我沉重的審判 借了東西為什麼不還,1995 We the airport at the station you lend me and I do not want to return the backpack laden with souvenirs and adversity as well as friction patterns left your backpack now back to my body did not rot has become the other half of it here to stay already familiar with my sweat it ring on my shoulders back a six and a half I go to work every day to accompany it you lend me I'll keep my old friend as you say it's good to see you regret is that it has nothing to do with the u good backpack to let me go slow with me one day rot your backpack for my heavy trial also borrowed something why do not you let me go backpack good slow day with me rot in your backpack for my heavy the trial also borrowed something why not,126.0370407,0.9706079364
圣诞结,陈奕迅,0,2013,4:48,288.00,0,"1,3,4,1,1,3,4,1",0,我住的城市从不下雪 记忆却堆满冷的感 思念的旺季 霓虹扫过喧哗的 把快乐赶得好 落单的恋人最怕过节 只能独自庆祝尽量喝醉 我爱过的 没有一个留在身边 寂寞它陪我过夜 Merry Merry Christmas Lonely Lonely Christmas 想祝福不知该给谁 爱被我们打了死结Lonely Lonely Christmas Merry Merry Christmas 写了卡片能寄给谁 心碎得像街上的纸屑 落单的恋人最怕过节 只能独自庆祝尽量喝醉 我爱过的人没有一个留在身边 寂寞它陪我过夜 Merry Merry Christmas Lonely Lonely Christmas 想祝福不知该给谁 爱被我们打了死结 Lonely Lonely Christmas Merry Merry Christmas 写了卡片能寄给谁 心碎得像街上的纸屑 电话不接 不要被人发现 我整夜都关在房间 狂欢的笑声 听来像哀悼的音乐 眼眶的泪 温热冻结望着电视里的无聊节目 躺在沙发上变成没知觉的植物 Merry Merry Christmas Lonely Lonely Christmas 想祝福不知该给谁 爱被我们打了死结 Lonely Lonely Christmas Merry Merry Christmas 写了卡片能寄给谁 心碎得像街上的纸屑 Merry Merry Christmas Lonely Lonely Christmas 想祝福不知该给谁 爱被我们打了死结 Lonely Lonely Christmas Merry Merry Christmas 写了卡片能寄给谁 心碎得像街上的纸屑 谁来陪我过这圣诞节,I live in the city a sense of never snows memories are filled with thoughts of the cold season sweep neon happy hubbub of the catch goes solitary lovers fear can only celebrate the holidays alone drunk I loved as much as possible not to stay in a lonely it around with me overnight Merry Merry Christmas lonely lonely Christmas blessing I do not know want to be us who love to play the knot lonely lonely Christmas Merry Merry Christmas card can be sent to who wrote the heartbreak like street confetti solitary lover fear can only celebrate the holidays alone drunk as much as possible I loved it not a lonely my side with me overnight wrote Merry Merry Christmas lonely lonely Christmas blessing I do not know want to be us who love to play the knot lonely lonely Christmas Merry Merry Christmas who can send a card like street confetti heartbreaking phone does not pick me not to be found in the room all night carnival laughter sounds like music of mourning tears warm eyes looking at the freeze on TV lying on the couch bored program did not become conscious plant Merry Merry Christmas Lonely Lonely Christmas blessing I do not know want to be us who love to play the knot Lonely Lonely Christmas Merry Merry Christmas card can be sent to who wrote the heartbreak like the street confetti Merry Merry Christmas Lonely Lonely Christmas blessing I do not know want to be us who love to play the knot Lonely Lonely Christmas Merry Merry Christmas card can be sent to who wrote the heartbreak like street confetti who stay with me this Christmas,77.98265839,0.9531069398
兄妹,陈奕迅,0,2013,3:35,215.00,0,"2,3,6,6,5,1,2,3",1,對我好 對我好 好到無路可退 可是我也很想 有個人陪 才不願把你得罪 於是那麼迂迴 一時進 一時退 保持安全範圍 這個陰謀讓我 好慚愧 享受被愛滋味 卻不讓你想入非非 就讓我們虛偽 有感情 別浪費 不能相愛的一對 親愛像兩兄妹 愛讓我們虛偽 我得到 於事無補的安慰 你也得到模仿愛上一個人的機會 殘忍也不失慈悲 這樣的關係你說 多完美 眼看你 看著我 看得那麼曖昧 被愛愛人原來一樣可悲 為什麼竟然防備 別人給我獻媚 不能退 不能要 要了怕你誤會 讓我想起曾經 愛過誰 我所要的她不給 好像小偷一樣卑微 就讓我們虛偽 有感情 別浪費 不能相愛的一對 親愛像兩兄妹 愛讓我們虛偽 我得到 於事無補的安慰 你也得到模仿愛上一個人的機會 殘忍也不失慈悲 這樣的關係你說 多完美,"Good to me for me to take no turning back, but I also want to have someone to accompany did not want to offend you so so circuitous and sometimes temporary retreat into the safe range to keep the plot so I'm so ashamed not let you enjoy the taste of being loved dreams let us not be hypocritical have feelings do not waste your love like a pair of two dear brothers and sisters let us love the hypocrisy does not help me get the comfort you also get the opportunity to imitate a man fall in love with cruelty without losing compassion you say such a relationship more than perfect sight I see you looking so sad, like the original love affair loved Why even guard against someone give me a flatter not retreat not to be afraid you misunderstand reminds me once loved who I do not want her to like the same humble thief let us hypocrisy have feelings do not waste can not love each other like a pair of two dear brothers and sisters let us love the hypocrisy does not help me get the comfort you also get the opportunity to imitate a man fall in love with cruelty without losing compassion you say such a relationship more than perfect",140.0290833,1.03975606
孤独患者,陈奕迅,0,2011,4:55,295.00,0,"1,5,7,1,5,7,1,5",0,歡笑聲 歡呼聲 炒熱氣氛 心卻很冷 聚光燈 是種蒙恩 我卻不能 喊等一等 我真佩服我 還能幽默 掉眼淚時 用笑掩過 怕人看破 顧慮好多 不談寂寞 我們就都快活 我不唱聲嘶力竭的情歌 不表示沒有心碎的時刻 我不曾攤開傷口任宰割 癒合 就無人曉得 我內心挫折 活像個孤獨患者 自我拉 外向的孤獨患者 有何不可 笑越大聲 越是殘忍 擠滿體溫 室溫更冷 萬一關燈 空虛擾人 我卻不能 喊等一等 你說你愛我 卻一直說 說我不該 窩在角落 策劃逃脫 這也有錯 連我脆弱 的權利都掠奪 我不唱聲嘶力竭的情歌 不表示沒有心碎的時刻 我不曾攤開傷口任宰割 癒合 就無人曉得 我內心挫折 活像個孤獨患者 自我拉扯 外向的孤獨患者 有何不可 我不要聲嘶力竭的情歌 來提示我需要你的時刻 表面鎮定並不是保護色 反而 是要你懂得 我不知為何 活像個孤獨患者 自我拉扯 外向的孤獨患者 需要認可,"Laughter cheers sizzling atmosphere, but their hearts are cold spotlight is kind of grace I can not wait to call me when I can really admire the humor in tears with laughter cover too afraid to see through a lot of the concerns we are happy to talk about loneliness I do not hoarse singing love songs does not mean that there is no heartbreak I never spread any wound healing mercy on no one knows my heart failure patients looked like a lonely lonely self-pulling outward patients why not laugh louder the more cruel packed room temperature turn off the lights in case of colder disturbing emptiness I can not wait to call you said you loved me I should not talk about has been planning to escape the nest in the corner which is also wrong even I have the right to plunder the fragile hoarse I do not sing love songs do not means no heartbreak I never spread any wound healing mercy on no one knows my heart failure patients looked like a lonely lonely self-pulling outward patients what is wrong I do not want to prompt hoarse love songs I need your time is not calm surface protection color but I want you to know I do not know why patients like a lonely lonely self-pulling outward patients need recognition",135.028656,1.121364951
旅行的意义,陈绮贞,1,2017,4:19,259.00,0,"1,6,4,5,1,6,4,5",1,你看過了許多美景 你看過了許多美女 你迷失在地圖上每一道短暫的光陰 你品嚐了夜的巴黎 你踏過下雪的北京 你熟記書本裡每一句你最愛的真理 卻說不出你愛我的原因 卻說不出你欣賞我哪一種表情 卻說不出在什麼場合我曾讓你動心 說不出 離開的原因 你累計了許多飛行 你用心挑選紀念品 你蒐集了地圖上每一次的風和日麗 你擁抱熱情的島嶼 你埋葬記憶的土耳其 你流連電影裡美麗的不真實的場景 卻說不出你愛我的原因 卻說不出你欣賞我哪一種表情 卻說不出在什麼場合我曾讓你分心 說不出 旅行的意義 你勉強說出你愛我的原因 卻說不出你欣賞我哪一種表情 卻說不出在什麼場合我曾讓你分心 說不出 離開的原因 勉強說出 你為我寄出的每一封信 都是你 離開的原因 你離開我 就是旅行的意義,"Have you seen a lot of beautiful scenery you've seen a lot of you lost in a brief on the map every time you taste the Parisian night you stepped on the snow Beijing every sentence you memorize the books you love the truth but can not say you love I can not tell you the reason, but I appreciate what kind of expression but can not say what the occasion I gave the reasons can not tell you tempted to leave you a lot of accumulated flight you carefully selected souvenirs you collected every sunny on the map you embrace your passion island to bury the memory of the Turkish movie you hang around the beautiful unreal scene but can not say you love me cause I could not tell you to appreciate what kind of expression but can not say what the occasion I gave distract you say Travel meaning you could not barely say you love me but could not tell you the reason why I appreciate what kind of expression but can not say what the occasion can not say I gave you a distraction reluctantly left for me to say you sent each letter is the reason you leave you leave is the meaning of my trip",138.206192,1.172603488
天天想你,陈绮贞,1,2013,3:55,235.00,0,"1,4,2,5,1,5,5,5",1,当我伫立在窗前 你愈走愈远 我的每一次心跳 你是否听见 当我徘徊在深夜 你在我心田 你的每一句誓言 回荡在耳边 隐隐约约 闪动的双眼 藏着你的羞怯 加深我的思念 两颗心的交界 你一定会看见 只要你愿意走向前 天天想你 天天问自己 到什么时候才能告诉你 天天想你 天天守住一颗 把我最好的爱留给你 当我伫立在窗前 你愈走愈远更多 我的每一次心跳 你是否听见 当我徘徊在深夜 你在我心田 你的每一句誓言 回荡在耳边 隐隐约约 闪动的双眼 藏着你的羞怯 加深我的思念 两颗心的交界 你一定会看见 只要你愿意走向前 天天想你 天天问自己 到什么时候才能告诉你 天天想你 天天守住一颗心 把我最好的爱留给你 天天想你 天天守住一颗心 把我最好的爱留给你,"When I stand at the window you are moving further and further away every time you hear my heart beat if I was wandering late at night when you are in my heart vaguely flashing eyes to hide your shyness your every word echoed in my ears vows to deepen my thoughts hearts of the junction you will see every day as long as you are willing to think before you ask yourself every day when they could tell you every day like every day you hold one of the best I love you when I stand on the left window before moving further and further away you more of my every heartbeat if you hear late at night when I was wandering you in my heart you make every vow echoed in my ears vaguely flashing eyes and hide your shyness deepened my at the junction of two hearts you will miss if you want to see every day before you want to ask yourself every day when they could tell you every day that you want to keep a heart of love for you my best every day, every day you want to hold a hearts my best love for you",142.5919495,0.9805630445
我喜欢上你时的内心活动,陈绮贞,1,2017,3:25,205.00,0,"1,5,4,5,1,5,4,4",1,在九月 潮湿的车厢 你看着车窗 窗外他 水管在开花 椅子在异乡 树叶有翅膀 上海的街道 雪山在边上 你靠着车窗 我心脏一旁 我们去哪 你看那 九点钟方向 日内瓦湖的房子 贵吗世界上 七千个地方 我们定居哪 告诉我 答案是什么 你喜欢去哪 青海或三亚 冰岛或希腊 南美不去吗 沙漠你爱吗 我问太多了 知道吗 这里的雨季只有一两天 白昼很长 也很短 夜晚有三年 知道吗 今天的消息 说一号公路上 那座桥断了 我们还去吗 要不再说呢 会修一年吧一年能等吗 你还去吗 你喜欢吗,In September humid cabin window you look out the window of his water pipe in bloom chair with wings Shanghai streets of snow-capped mountains at the edge of the window you my heart against the side we go Look at nine o'clock direction of Lake Geneva in a foreign land leaves your house do we place the world's seven thousand settlers tell me what the answer is going Qinghai what you like Iceland or Greece or South America Sanya desert you do not love it too much to ask I know where the rainy season is only twelve days daylight very long and very short night for three years know that today's news that the bridge on Highway One off we go do not want to say it will be a year to a year to repair it and so you go do you like it,145.0200806,1.117763758
小步舞曲,陈绮贞,1,2012,4:35,275.00,0,"1,3,6,2,1,3,6,2",1,天空突然下起倾盆大雨 恋人在屋檐下相偎相依 移动我的脚步轻松躲雨 人潮拥挤握住湿热的手心 再也不愿想起不快乐的旋律 呼吸这一秒的空气 还有多少回忆 藏着多少秘密 在我心里翻来覆去 什么叫做爱情 还有多少回忆 藏着多少秘密 在你心里我也许只是你欣赏的风景 夜晚静静等着电话响起 时间躺在他去年寄来的信 空荡的房间我播放着舞曲 旋转这一秒的孤寂 还有多少回忆 藏着多少秘密 在你心里我也许是你轻快的游戏还有多少回忆 藏着多少秘密 在你心里我也许只是你缓慢的练习 音乐响起我一个人演出重复的舞曲,"The sky suddenly began to downpour lovers under the eaves way to come to move my feet easily hold the palm of a crowded shelter no longer willing to think how much heat the secret is not happy melody of that second breath of air, how many hidden memories in my mind over and over again what is called love, how many secrets hidden in your heart how much I remember maybe you just enjoy the scenery at night time lying quietly waiting for the phone rang letter he sent last year I empty room playing dance music rotation how many secrets of this second loneliness, how many memories hidden in your heart how much I might be your secret brisk game how many memories hidden in your heart, I may just slow you practice music sounded a person I repeat performances of dance",150.0635529,1.169526339
